"WBXF094.Code.or.Value","WBXF094.Value.Description","WBXF094.Count","WBXF094.Cumulative","WBXF094.Skip.to.Item"
"5495.8146 to 5495.8146","Range of Values",5682,5682,NA
".","Missing",0,5682,NA
