"TYXP195.Code.or.Value","TYXP195.Value.Description","TYXP195.Count","TYXP195.Cumulative","TYXP195.Skip.to.Item"
"-299 to 120","Range of Values",539,539,NA
".","Missing",5046,5585,NA
