"AUXLR277.Code.or.Value","AUXLR277.Value.Description","AUXLR277.Count","AUXLR277.Cumulative","AUXLR277.Skip.to.Item"
"-27 to 72","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
