"SMQ210.Code.or.Value","SMQ210.Value.Description","SMQ210.Count","SMQ210.Cumulative","SMQ210.Skip.to.Item"
"1","Yes",288,288,NA
"2","No",4748,5036,NA
"7","Refused",2,5038,NA
"9","Don't know",2,5040,NA
".","Missing",1,5041,NA
