"KIQ311.Code.or.Value","KIQ311.Value.Description","KIQ311.Count","KIQ311.Cumulative","KIQ311.Skip.to.Item"
"1","Yes",27,27,NA
"2","No",68,95,NA
"7","Refused",0,95,NA
"9","Don't know",0,95,NA
".","Missing",1881,1976,NA
