"CIQD109.Code.or.Value","CIQD109.Value.Description","CIQD109.Count","CIQD109.Cumulative","CIQD109.Skip.to.Item"
"1","Yes",36,36,"CIQDPHA"
"2","No",77,113,""
"7","Refuse",0,113,""
"9","Don't know",0,113,""
".","Missing",737,850,""
