"OHQ134.Code.or.Value","OHQ134.Value.Description","OHQ134.Count","OHQ134.Cumulative","OHQ134.Skip.to.Item"
"1","Yes",123,123,NA
"2","No",456,579,NA
"7","Refused",0,579,NA
"9","Don't know",0,579,NA
".","Missing",8268,8847,NA
