"AUXLR147.Code.or.Value","AUXLR147.Value.Description","AUXLR147.Count","AUXLR147.Cumulative","AUXLR147.Skip.to.Item"
"-23 to 73","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
