"CIQD074.Code.or.Value","CIQD074.Value.Description","CIQD074.Count","CIQD074.Cumulative","CIQD074.Skip.to.Item"
"1","Still going on",8,8,""
"5","Ended",5,13,"CIQD078"
"7","Refuse",0,13,"CIQD078"
"9","Don't know",0,13,"CIQD078"
".","Missing",837,850,""
