"CBQ785.Code.or.Value","CBQ785.Value.Description","CBQ785.Count","CBQ785.Cumulative","CBQ785.Skip.to.Item"
"1","English",3827,3827,NA
"2","Spanish",362,4189,NA
"3","English and Spanish",10,4199,NA
".","Missing",1065,5264,NA
