"DBD945.Code.or.Value","DBD945.Value.Description","DBD945.Count","DBD945.Cumulative","DBD945.Skip.to.Item"
"1","Yes",820,820,NA
"2","No",836,1656,NA
"7","Refused",0,1656,NA
"9","Don't know",0,1656,NA
".","Missing",389,2045,NA
