"AUXLR169.Code.or.Value","AUXLR169.Value.Description","AUXLR169.Count","AUXLR169.Cumulative","AUXLR169.Skip.to.Item"
"-20 to 69","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
