"AUQ160.Code.or.Value","AUQ160.Value.Description","AUQ160.Count","AUQ160.Cumulative","AUQ160.Skip.to.Item"
"1","Yes",166,166,"AUQ180"
"2","No",120,286,""
"7","Refused",0,286,""
"9","Don't know",0,286,""
".","Missing",9359,9645,""
