"RHQ260.Code.or.Value","RHQ260.Value.Description","RHQ260.Count","RHQ260.Cumulative","RHQ260.Skip.to.Item"
"1 to 6","Range of Values",228,228,NA
"77","Refused",0,228,NA
"99","Don't know",0,228,NA
".","Missing",3369,3597,NA
