"RFXC103.Code.or.Value","RFXC103.Value.Description","RFXC103.Count","RFXC103.Cumulative","RFXC103.Skip.to.Item"
"-7.379 to 5.038","Range of Values",33692,33692,NA
".","Missing",29,33721,NA
