"AUQ600.Code.or.Value","AUQ600.Value.Description","AUQ600.Count","AUQ600.Cumulative","AUQ600.Skip.to.Item"
"1","Yes",91,91,NA
"2","No",780,871,NA
"7","Refused",0,871,NA
"9","Don't know",4,875,NA
".","Missing",2256,3131,NA
