"FSD111.Code.or.Value","FSD111.Value.Description","FSD111.Count","FSD111.Cumulative","FSD111.Skip.to.Item"
"1","Yes",177,177,NA
"2","No",870,1047,NA
"7","Refused",0,1047,NA
"9","Don't know",0,1047,NA
".","Missing",8207,9254,NA
