"MCQ030.Code.or.Value","MCQ030.Value.Description","MCQ030.Count","MCQ030.Cumulative","MCQ030.Skip.to.Item"
"1","Yes",415,415,""
"2","No",230,645,"MCQ053"
"7","Refused",0,645,"MCQ053"
"9","Don't know",10,655,"MCQ053"
".","Missing",8838,9493,""
