"RHQ205.Code.or.Value","RHQ205.Value.Description","RHQ205.Count","RHQ205.Cumulative","RHQ205.Skip.to.Item"
"1","Yes",1049,1049,NA
"2","No",733,1782,NA
"7","Refused",0,1782,NA
"9","Don't know",2,1784,NA
".","Missing",1514,3298,NA
