"TYXP239.Code.or.Value","TYXP239.Value.Description","TYXP239.Count","TYXP239.Cumulative","TYXP239.Skip.to.Item"
"-297 to 132","Range of Values",103,103,NA
".","Missing",5482,5585,NA
