"TYXP182.Code.or.Value","TYXP182.Value.Description","TYXP182.Count","TYXP182.Cumulative","TYXP182.Skip.to.Item"
"-294 to 157","Range of Values",866,866,NA
".","Missing",4719,5585,NA
