"RFXT063.Code.or.Value","RFXT063.Value.Description","RFXT063.Count","RFXT063.Cumulative","RFXT063.Skip.to.Item"
"539 to 548","Range of Values",33699,33699,NA
".","Missing",22,33721,NA
