"OHQ020.Code.or.Value","OHQ020.Value.Description","OHQ020.Count","OHQ020.Cumulative","OHQ020.Skip.to.Item"
"1","Always,",91,91,NA
"2","Very often,",124,215,NA
"3","Often,",133,348,NA
"4","Sometimes,",518,866,NA
"5","Seldom, or",624,1490,NA
"6","Never?",4490,5980,NA
"77","Refused",4,5984,NA
"99","Don't know",5,5989,NA
".","Missing",4138,10127,NA
