"TYXP061.Code.or.Value","TYXP061.Value.Description","TYXP061.Count","TYXP061.Cumulative","TYXP061.Skip.to.Item"
"-145 to 179","Range of Values",5582,5582,NA
".","Missing",3,5585,NA
