"TYXP037.Code.or.Value","TYXP037.Value.Description","TYXP037.Count","TYXP037.Cumulative","TYXP037.Skip.to.Item"
"-26 to 191","Range of Values",5583,5583,NA
".","Missing",2,5585,NA
