"WBXF025.Code.or.Value","WBXF025.Value.Description","WBXF025.Count","WBXF025.Cumulative","WBXF025.Skip.to.Item"
"749.1535 to 749.1535","Range of Values",5682,5682,NA
".","Missing",0,5682,NA
