"TYXA132.Code.or.Value","TYXA132.Value.Description","TYXA132.Count","TYXA132.Cumulative","TYXA132.Skip.to.Item"
"0.09 to 6.964","Range of Values",4683,4683,NA
".","Missing",902,5585,NA
