"FSD041.Code.or.Value","FSD041.Value.Description","FSD041.Count","FSD041.Cumulative","FSD041.Skip.to.Item"
"1","Yes",1281,1281,""
"2","No",2118,3399,"FSD061"
"7","Refused",0,3399,"FSD061"
"9","Don't know",4,3403,"FSD061"
".","Missing",5851,9254,""
