"DBD090.Code.or.Value","DBD090.Value.Description","DBD090.Count","DBD090.Cumulative","DBD090.Skip.to.Item"
"1 to 26","Range of Values",6957,6957,NA
"0","Never",912,7869,NA
"6666","Less than weekly",1773,9642,NA
"7777","Refused",1,9643,NA
"9999","Don't know",2,9645,NA
".","Missing",477,10122,NA
