"AUXRR158.Code.or.Value","AUXRR158.Value.Description","AUXRR158.Count","AUXRR158.Cumulative","AUXRR158.Skip.to.Item"
"-25 to 57","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
