"AUXLR216.Code.or.Value","AUXLR216.Value.Description","AUXLR216.Count","AUXLR216.Cumulative","AUXLR216.Skip.to.Item"
"-39 to 61","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
