"CBQ610.Code.or.Value","CBQ610.Value.Description","CBQ610.Count","CBQ610.Cumulative","CBQ610.Skip.to.Item"
"1","Yes",1044,1044,NA
"2","No",3193,4237,NA
"7","Refused",0,4237,NA
"9","Don't know",3,4240,NA
".","Missing",5516,9756,NA
