"FSD092.Code.or.Value","FSD092.Value.Description","FSD092.Count","FSD092.Cumulative","FSD092.Skip.to.Item"
"1","Yes",291,291,""
"2","No",1278,1569,"FSQBOX3"
"7","Refused",0,1569,"FSQBOX3"
"9","Don't know",2,1571,"FSQBOX3"
".","Missing",7683,9254,""
