"AUXLR252.Code.or.Value","AUXLR252.Value.Description","AUXLR252.Count","AUXLR252.Cumulative","AUXLR252.Skip.to.Item"
"-17 to 72","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
