"TYXP149.Code.or.Value","TYXP149.Value.Description","TYXP149.Count","TYXP149.Cumulative","TYXP149.Skip.to.Item"
"-298 to 172","Range of Values",3432,3432,NA
".","Missing",2153,5585,NA
