"SXQ100.Code.or.Value","SXQ100.Value.Description","SXQ100.Count","SXQ100.Cumulative","SXQ100.Skip.to.Item"
"0 to 2000","Range of Values",1314,1314,NA
"77777","Refused",11,1325,NA
"99999","Don't know",1,1326,NA
".","Missing",1666,2992,NA
