"TYXP053.Code.or.Value","TYXP053.Value.Description","TYXP053.Count","TYXP053.Cumulative","TYXP053.Skip.to.Item"
"-98 to 182","Range of Values",5583,5583,NA
".","Missing",2,5585,NA
