"TYXP048.Code.or.Value","TYXP048.Value.Description","TYXP048.Count","TYXP048.Cumulative","TYXP048.Skip.to.Item"
"-68 to 190","Range of Values",5583,5583,NA
".","Missing",2,5585,NA
