"MCQ086.Code.or.Value","MCQ086.Value.Description","MCQ086.Count","MCQ086.Cumulative","MCQ086.Skip.to.Item"
"1","Yes",123,123,NA
"2","No",8446,8569,NA
"7","Refused",0,8569,NA
"9","Don't know",3,8572,NA
".","Missing",1198,9770,NA
