"TYXA217.Code.or.Value","TYXA217.Value.Description","TYXA217.Count","TYXA217.Cumulative","TYXA217.Skip.to.Item"
"0.322 to 3.896","Range of Values",191,191,NA
".","Missing",5394,5585,NA
