"TYXA152.Code.or.Value","TYXA152.Value.Description","TYXA152.Count","TYXA152.Cumulative","TYXA152.Skip.to.Item"
"0.09 to 6.444","Range of Values",2986,2986,NA
".","Missing",2599,5585,NA
