"AUXLR224.Code.or.Value","AUXLR224.Value.Description","AUXLR224.Count","AUXLR224.Cumulative","AUXLR224.Skip.to.Item"
"-32 to 61","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
