"AUXRR148.Code.or.Value","AUXRR148.Value.Description","AUXRR148.Count","AUXRR148.Cumulative","AUXRR148.Skip.to.Item"
"-39 to 59","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
