"SMQ880.Code.or.Value","SMQ880.Value.Description","SMQ880.Count","SMQ880.Cumulative","SMQ880.Skip.to.Item"
"1","Yes",383,383,NA
"2","No",5165,5548,NA
"7","Refused",0,5548,NA
"9","Don't know",11,5559,NA
".","Missing",3695,9254,NA
