"WBXF054.Code.or.Value","WBXF054.Value.Description","WBXF054.Count","WBXF054.Cumulative","WBXF054.Skip.to.Item"
"1731.0731 to 1731.0731","Range of Values",5682,5682,NA
".","Missing",0,5682,NA
