"AUXLR256.Code.or.Value","AUXLR256.Value.Description","AUXLR256.Count","AUXLR256.Cumulative","AUXLR256.Skip.to.Item"
"-20 to 80","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
