"TYXP092.Code.or.Value","TYXP092.Value.Description","TYXP092.Count","TYXP092.Cumulative","TYXP092.Skip.to.Item"
"-282 to 136","Range of Values",5570,5570,NA
".","Missing",15,5585,NA
