"RFXT131.Code.or.Value","RFXT131.Value.Description","RFXT131.Count","RFXT131.Cumulative","RFXT131.Skip.to.Item"
"1141 to 1150","Range of Values",33679,33679,NA
".","Missing",42,33721,NA
