"TYXP055.Code.or.Value","TYXP055.Value.Description","TYXP055.Count","TYXP055.Cumulative","TYXP055.Skip.to.Item"
"-109 to 180","Range of Values",5583,5583,NA
".","Missing",2,5585,NA
