"AUXLR101.Code.or.Value","AUXLR101.Value.Description","AUXLR101.Count","AUXLR101.Cumulative","AUXLR101.Skip.to.Item"
"-62 to 69","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
