"RHQ090.Code.or.Value","RHQ090.Value.Description","RHQ090.Count","RHQ090.Cumulative","RHQ090.Skip.to.Item"
"1","More regular,",42,42,NA
"2","Less regular, or",151,193,NA
"3","About the same?",312,505,NA
"7","Refused",0,505,NA
"9","Don't know",1,506,NA
".","Missing",3359,3865,NA
