"AUXRR250.Code.or.Value","AUXRR250.Value.Description","AUXRR250.Count","AUXRR250.Cumulative","AUXRR250.Skip.to.Item"
"-18 to 127","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
