"TYXP197.Code.or.Value","TYXP197.Value.Description","TYXP197.Count","TYXP197.Cumulative","TYXP197.Skip.to.Item"
"-295 to 115","Range of Values",427,427,NA
".","Missing",5158,5585,NA
