"CBD710.Code.or.Value","CBD710.Value.Description","CBD710.Count","CBD710.Cumulative","CBD710.Skip.to.Item"
"1","Always",337,337,NA
"2","Most of the time",497,834,NA
"3","Sometimes",678,1512,NA
"4","Rarely",468,1980,NA
"5","Never",248,2228,NA
"6","Never buy these items",15,2243,NA
"7","Refused",0,2243,NA
"9","Don't know",0,2243,NA
".","Missing",702,2945,NA
