"AUXRR119.Code.or.Value","AUXRR119.Value.Description","AUXRR119.Count","AUXRR119.Cumulative","AUXRR119.Skip.to.Item"
"-40 to 62","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
