"AUXLR137.Code.or.Value","AUXLR137.Value.Description","AUXLR137.Count","AUXLR137.Cumulative","AUXLR137.Skip.to.Item"
"-25 to 80","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
