"CIQD107.Code.or.Value","CIQD107.Value.Description","CIQD107.Count","CIQD107.Cumulative","CIQD107.Skip.to.Item"
"1","Yes",0,0,"CIQD109"
"2","No",0,0,"CIQD109"
"7","Refuse",0,0,"CIQD109"
"9","Don't know",0,0,"CIQD109"
".","Missing",850,850,""
