"RFXT162.Code.or.Value","RFXT162.Value.Description","RFXT162.Count","RFXT162.Cumulative","RFXT162.Skip.to.Item"
"1415 to 1424","Range of Values",33667,33667,NA
".","Missing",54,33721,NA
