"OHQ565.Code.or.Value","OHQ565.Value.Description","OHQ565.Count","OHQ565.Cumulative","OHQ565.Skip.to.Item"
"1","Yes",229,229,""
"2","No",2518,2747,"OHQ580"
"7","Refused",0,2747,"OHQ580"
"9","Don't know",18,2765,"OHQ580"
".","Missing",7005,9770,""
