"TYXP174.Code.or.Value","TYXP174.Value.Description","TYXP174.Count","TYXP174.Cumulative","TYXP174.Skip.to.Item"
"-298 to 166","Range of Values",1350,1350,NA
".","Missing",4235,5585,NA
