"AUQ350.Code.or.Value","AUQ350.Value.Description","AUQ350.Count","AUQ350.Cumulative","AUQ350.Skip.to.Item"
"1","Yes",297,297,""
"2","No",186,483,"AUQ370"
"7","Refused",0,483,"AUQ370"
"9","Don't know",2,485,"AUQ370"
".","Missing",8412,8897,""
