"AUXLR208.Code.or.Value","AUXLR208.Value.Description","AUXLR208.Count","AUXLR208.Cumulative","AUXLR208.Skip.to.Item"
"-40 to 59","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
