"AUQ156.Code.or.Value","AUQ156.Value.Description","AUQ156.Count","AUQ156.Cumulative","AUQ156.Skip.to.Item"
"1","Yes",124,124,NA
"2","No",482,606,NA
"7","Refused",0,606,NA
"9","Don't know",0,606,NA
".","Missing",8291,8897,NA
