"RFXT013.Code.or.Value","RFXT013.Value.Description","RFXT013.Count","RFXT013.Cumulative","RFXT013.Skip.to.Item"
"97 to 106","Range of Values",33713,33713,NA
".","Missing",8,33721,NA
